                                                                                                                                                                     
{'loss': 10.8006, 'grad_norm': 2.65625, 'learning_rate': 5e-07, 'epoch': 0.0}
{'loss': 2.0305, 'grad_norm': 0.12451171875, 'learning_rate': 0.0002606203466146888, 'epoch': 0.51}
{'loss': 2.0309, 'grad_norm': 0.12353515625, 'learning_rate': 0.0002605790470406553, 'epoch': 0.51}
{'loss': 2.0582, 'grad_norm': 0.1240234375, 'learning_rate': 0.00026053774717739464, 'epoch': 0.51}
{'loss': 2.1126, 'grad_norm': 0.126953125, 'learning_rate': 0.0002604964470260359, 'epoch': 0.51}
{'loss': 2.0562, 'grad_norm': 0.123046875, 'learning_rate': 0.0002604551465877084, 'epoch': 0.51}
{'loss': 2.0763, 'grad_norm': 0.1259765625, 'learning_rate': 0.0002604138458635409, 'epoch': 0.51}
{'loss': 2.1423, 'grad_norm': 0.1318359375, 'learning_rate': 0.00026037254485466283, 'epoch': 0.51}
{'loss': 2.0714, 'grad_norm': 0.1298828125, 'learning_rate': 0.00026033124356220327, 'epoch': 0.51}
{'loss': 2.1355, 'grad_norm': 0.1259765625, 'learning_rate': 0.0002602899419872915, 'epoch': 0.51}
{'loss': 2.0918, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002602486401310565, 'epoch': 0.51}
{'loss': 2.06, 'grad_norm': 0.12451171875, 'learning_rate': 0.00026020733799462755, 'epoch': 0.51}
{'loss': 2.0788, 'grad_norm': 0.126953125, 'learning_rate': 0.00026016603557913376, 'epoch': 0.51}
{'loss': 2.1254, 'grad_norm': 0.12890625, 'learning_rate': 0.0002601247328857044, 'epoch': 0.51}
{'loss': 2.0798, 'grad_norm': 0.125, 'learning_rate': 0.00026008342991546866, 'epoch': 0.51}
{'loss': 2.0452, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002600421266695558, 'epoch': 0.51}
{'loss': 2.0226, 'grad_norm': 0.12255859375, 'learning_rate': 0.00026000082314909487, 'epoch': 0.51}
{'loss': 2.0885, 'grad_norm': 0.1259765625, 'learning_rate': 0.00025995951935521523, 'epoch': 0.51}
{'loss': 2.059, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025991821528904607, 'epoch': 0.51}
{'loss': 2.0704, 'grad_norm': 0.126953125, 'learning_rate': 0.0002598769109517166, 'epoch': 0.51}
{'loss': 2.0626, 'grad_norm': 0.1259765625, 'learning_rate': 0.00025983560634435616, 'epoch': 0.51}
{'loss': 2.0779, 'grad_norm': 0.1259765625, 'learning_rate': 0.00025979430146809386, 'epoch': 0.51}
{'loss': 2.0885, 'grad_norm': 0.1337890625, 'learning_rate': 0.00025975299632405915, 'epoch': 0.51}
{'loss': 2.0983, 'grad_norm': 0.126953125, 'learning_rate': 0.00025971169091338107, 'epoch': 0.51}
{'loss': 2.1228, 'grad_norm': 0.126953125, 'learning_rate': 0.0002596703852371891, 'epoch': 0.51}
{'loss': 2.076, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025962907929661234, 'epoch': 0.51}
{'loss': 2.0666, 'grad_norm': 0.125, 'learning_rate': 0.0002595877730927802, 'epoch': 0.51}
{'loss': 2.0332, 'grad_norm': 0.12890625, 'learning_rate': 0.00025954646662682196, 'epoch': 0.51}
{'loss': 2.0596, 'grad_norm': 0.138671875, 'learning_rate': 0.00025950515989986694, 'epoch': 0.51}
{'loss': 2.0685, 'grad_norm': 0.12890625, 'learning_rate': 0.00025946385291304437, 'epoch': 0.51}
{'loss': 2.1056, 'grad_norm': 0.12890625, 'learning_rate': 0.0002594225456674837, 'epoch': 0.51}
{'loss': 2.0901, 'grad_norm': 0.138671875, 'learning_rate': 0.0002593812381643141, 'epoch': 0.51}
{'loss': 2.0872, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002593399304046649, 'epoch': 0.51}
{'loss': 2.116, 'grad_norm': 0.1435546875, 'learning_rate': 0.0002592986223896656, 'epoch': 0.51}
{'loss': 2.1077, 'grad_norm': 0.134765625, 'learning_rate': 0.0002592573141204455, 'epoch': 0.51}
{'loss': 2.1119, 'grad_norm': 0.140625, 'learning_rate': 0.0002592160055981339, 'epoch': 0.51}
{'loss': 2.1261, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002591746968238601, 'epoch': 0.51}
{'loss': 2.084, 'grad_norm': 0.1337890625, 'learning_rate': 0.00025913338779875355, 'epoch': 0.51}
{'loss': 2.0726, 'grad_norm': 0.1328125, 'learning_rate': 0.00025909207852394363, 'epoch': 0.51}
{'loss': 2.0557, 'grad_norm': 0.12890625, 'learning_rate': 0.0002590507690005596, 'epoch': 0.51}
{'loss': 2.1034, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002590094592297311, 'epoch': 0.51}
{'loss': 2.0527, 'grad_norm': 0.1259765625, 'learning_rate': 0.0002589681492125873, 'epoch': 0.51}
{'loss': 2.1056, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025892683895025766, 'epoch': 0.51}
{'loss': 2.1124, 'grad_norm': 0.130859375, 'learning_rate': 0.00025888552844387165, 'epoch': 0.51}
{'loss': 2.0382, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025884421769455855, 'epoch': 0.51}
{'loss': 2.033, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002588029067034479, 'epoch': 0.51}
{'loss': 2.029, 'grad_norm': 0.1328125, 'learning_rate': 0.00025876159547166903, 'epoch': 0.51}
{'loss': 2.0735, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002587202840003516, 'epoch': 0.51}
{'loss': 2.0584, 'grad_norm': 0.12890625, 'learning_rate': 0.0002586789722906248, 'epoch': 0.51}
{'loss': 2.0551, 'grad_norm': 0.1328125, 'learning_rate': 0.00025863766034361815, 'epoch': 0.51}
{'loss': 2.1015, 'grad_norm': 0.1318359375, 'learning_rate': 0.000258596348160461, 'epoch': 0.51}
{'loss': 2.1107, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025855503574228304, 'epoch': 0.51}
{'loss': 2.0794, 'grad_norm': 0.130859375, 'learning_rate': 0.00025851372309021356, 'epoch': 0.51}
{'loss': 2.0855, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025847241020538213, 'epoch': 0.51}
{'loss': 2.0552, 'grad_norm': 0.1328125, 'learning_rate': 0.0002584310970889182, 'epoch': 0.51}
{'loss': 2.1017, 'grad_norm': 0.1328125, 'learning_rate': 0.00025838978374195126, 'epoch': 0.51}
{'loss': 2.0535, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002583484701656107, 'epoch': 0.51}
{'loss': 2.0695, 'grad_norm': 0.1396484375, 'learning_rate': 0.00025830715636102617, 'epoch': 0.51}
{'loss': 2.0727, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025826584232932704, 'epoch': 0.51}
{'loss': 2.0528, 'grad_norm': 0.1357421875, 'learning_rate': 0.000258224528071643, 'epoch': 0.52}
{'loss': 2.0804, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025818321358910337, 'epoch': 0.52}
{'loss': 2.0596, 'grad_norm': 0.1328125, 'learning_rate': 0.00025814189888283777, 'epoch': 0.52}
{'loss': 2.056, 'grad_norm': 0.1328125, 'learning_rate': 0.00025810058395397565, 'epoch': 0.52}
{'loss': 2.0823, 'grad_norm': 0.1396484375, 'learning_rate': 0.00025805926880364665, 'epoch': 0.52}
{'loss': 2.0497, 'grad_norm': 0.13671875, 'learning_rate': 0.0002580179534329803, 'epoch': 0.52}
{'loss': 2.0554, 'grad_norm': 0.1337890625, 'learning_rate': 0.00025797663784310617, 'epoch': 0.52}
{'loss': 2.1019, 'grad_norm': 0.140625, 'learning_rate': 0.00025793532203515363, 'epoch': 0.52}
{'loss': 2.1118, 'grad_norm': 0.130859375, 'learning_rate': 0.0002578940060102524, 'epoch': 0.52}
{'loss': 2.0915, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025785268976953206, 'epoch': 0.52}
{'loss': 2.1067, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002578113733141221, 'epoch': 0.52}
{'loss': 2.0646, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025777005664515227, 'epoch': 0.52}
{'loss': 2.0962, 'grad_norm': 0.134765625, 'learning_rate': 0.00025772873976375176, 'epoch': 0.52}
{'loss': 2.1053, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025768742267105055, 'epoch': 0.52}
{'loss': 2.0435, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025764610536817804, 'epoch': 0.52}
{'loss': 2.1167, 'grad_norm': 0.1328125, 'learning_rate': 0.00025760478785626393, 'epoch': 0.52}
{'loss': 2.1158, 'grad_norm': 0.1328125, 'learning_rate': 0.0002575634701364378, 'epoch': 0.52}
{'loss': 2.108, 'grad_norm': 0.1328125, 'learning_rate': 0.0002575221522098292, 'epoch': 0.52}
{'loss': 2.0785, 'grad_norm': 0.12890625, 'learning_rate': 0.00025748083407756774, 'epoch': 0.52}
{'loss': 2.0825, 'grad_norm': 0.130859375, 'learning_rate': 0.00025743951574078313, 'epoch': 0.52}
{'loss': 2.0815, 'grad_norm': 0.12890625, 'learning_rate': 0.0002573981972006049, 'epoch': 0.52}
{'loss': 2.0757, 'grad_norm': 0.13671875, 'learning_rate': 0.00025735687845816285, 'epoch': 0.52}
{'loss': 2.057, 'grad_norm': 0.12451171875, 'learning_rate': 0.00025731555951458645, 'epoch': 0.52}
{'loss': 2.0451, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002572742403710054, 'epoch': 0.52}
{'loss': 2.0802, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002572329210285493, 'epoch': 0.52}
{'loss': 2.0835, 'grad_norm': 0.1328125, 'learning_rate': 0.000257191601488348, 'epoch': 0.52}
{'loss': 2.0883, 'grad_norm': 0.1328125, 'learning_rate': 0.0002571502817515309, 'epoch': 0.52}
{'loss': 2.0611, 'grad_norm': 0.126953125, 'learning_rate': 0.00025710896181922776, 'epoch': 0.52}
{'loss': 2.035, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025706764169256837, 'epoch': 0.52}
{'loss': 2.0921, 'grad_norm': 0.130859375, 'learning_rate': 0.00025702632137268225, 'epoch': 0.52}
{'loss': 2.0782, 'grad_norm': 0.1357421875, 'learning_rate': 0.00025698500086069915, 'epoch': 0.52}
{'loss': 2.0721, 'grad_norm': 0.1328125, 'learning_rate': 0.00025694368015774874, 'epoch': 0.52}
{'loss': 2.1258, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002569023592649607, 'epoch': 0.52}
{'loss': 2.0968, 'grad_norm': 0.1328125, 'learning_rate': 0.0002568610381834648, 'epoch': 0.52}
{'loss': 2.0663, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025681971691439074, 'epoch': 0.52}
{'loss': 2.0342, 'grad_norm': 0.1376953125, 'learning_rate': 0.00025677839545886806, 'epoch': 0.52}
{'loss': 2.0298, 'grad_norm': 0.125, 'learning_rate': 0.0002567370738180267, 'epoch': 0.52}
{'loss': 2.0885, 'grad_norm': 0.134765625, 'learning_rate': 0.0002566957519929962, 'epoch': 0.52}
{'loss': 2.1113, 'grad_norm': 0.12890625, 'learning_rate': 0.0002566544299849064, 'epoch': 0.52}
{'loss': 2.0345, 'grad_norm': 0.130859375, 'learning_rate': 0.00025661310779488694, 'epoch': 0.52}
{'loss': 2.0464, 'grad_norm': 0.1357421875, 'learning_rate': 0.00025657178542406767, 'epoch': 0.52}
{'loss': 2.0802, 'grad_norm': 0.1328125, 'learning_rate': 0.0002565304628735782, 'epoch': 0.52}
{'loss': 2.1111, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002564891401445484, 'epoch': 0.52}
{'loss': 2.0933, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025644781723810784, 'epoch': 0.52}
{'loss': 2.0586, 'grad_norm': 0.1328125, 'learning_rate': 0.0002564064941553864, 'epoch': 0.52}
{'loss': 2.0797, 'grad_norm': 0.12890625, 'learning_rate': 0.0002563651708975139, 'epoch': 0.52}
{'loss': 2.0208, 'grad_norm': 0.125, 'learning_rate': 0.00025632384746561996, 'epoch': 0.52}
{'loss': 2.0943, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002562825238608344, 'epoch': 0.52}
{'loss': 2.072, 'grad_norm': 0.12890625, 'learning_rate': 0.000256241200084287, 'epoch': 0.52}
{'loss': 2.0391, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025619987613710756, 'epoch': 0.52}
{'loss': 2.1383, 'grad_norm': 0.1328125, 'learning_rate': 0.0002561585520204258, 'epoch': 0.52}
{'loss': 2.0659, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025611722773537156, 'epoch': 0.52}
{'loss': 2.0349, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002560759032830746, 'epoch': 0.52}
{'loss': 2.0619, 'grad_norm': 0.1328125, 'learning_rate': 0.0002560345786646647, 'epoch': 0.52}
{'loss': 2.143, 'grad_norm': 0.134765625, 'learning_rate': 0.00025599325388127173, 'epoch': 0.52}
{'loss': 2.0354, 'grad_norm': 0.12890625, 'learning_rate': 0.00025595192893402554, 'epoch': 0.52}
{'loss': 2.0993, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002559106038240557, 'epoch': 0.52}
{'loss': 2.0751, 'grad_norm': 0.1328125, 'learning_rate': 0.0002558692785524922, 'epoch': 0.52}
{'loss': 2.0785, 'grad_norm': 0.12890625, 'learning_rate': 0.00025582795312046485, 'epoch': 0.52}
{'loss': 2.0959, 'grad_norm': 0.126953125, 'learning_rate': 0.0002557866275291035, 'epoch': 0.52}
{'loss': 1.9962, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025574530177953787, 'epoch': 0.52}
{'loss': 2.1166, 'grad_norm': 0.12890625, 'learning_rate': 0.00025570397587289787, 'epoch': 0.52}
{'loss': 2.0517, 'grad_norm': 0.12451171875, 'learning_rate': 0.0002556626498103133, 'epoch': 0.52}
{'loss': 2.0288, 'grad_norm': 0.1279296875, 'learning_rate': 0.000255621323592914, 'epoch': 0.52}
{'loss': 2.0746, 'grad_norm': 0.12890625, 'learning_rate': 0.0002555799972218298, 'epoch': 0.52}
{'loss': 2.0887, 'grad_norm': 0.1259765625, 'learning_rate': 0.00025553867069819065, 'epoch': 0.52}
{'loss': 2.0607, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002554973440231263, 'epoch': 0.52}
{'loss': 2.0863, 'grad_norm': 0.1328125, 'learning_rate': 0.00025545601719776664, 'epoch': 0.52}
{'loss': 2.0478, 'grad_norm': 0.126953125, 'learning_rate': 0.0002554146902232415, 'epoch': 0.52}
{'loss': 2.0299, 'grad_norm': 0.12890625, 'learning_rate': 0.0002553733631006807, 'epoch': 0.52}
{'loss': 2.1114, 'grad_norm': 0.1328125, 'learning_rate': 0.00025533203583121423, 'epoch': 0.52}
{'loss': 2.1464, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025529070841597197, 'epoch': 0.52}
{'loss': 2.0624, 'grad_norm': 0.12890625, 'learning_rate': 0.00025524938085608363, 'epoch': 0.52}
{'loss': 2.0791, 'grad_norm': 0.126953125, 'learning_rate': 0.00025520805315267924, 'epoch': 0.52}
{'loss': 2.1194, 'grad_norm': 0.134765625, 'learning_rate': 0.00025516672530688864, 'epoch': 0.52}
{'loss': 2.074, 'grad_norm': 0.12451171875, 'learning_rate': 0.0002551253973198416, 'epoch': 0.52}
{'loss': 2.016, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025508406919266824, 'epoch': 0.52}
{'loss': 2.0651, 'grad_norm': 0.126953125, 'learning_rate': 0.0002550427409264983, 'epoch': 0.52}
{'loss': 2.1115, 'grad_norm': 0.12890625, 'learning_rate': 0.00025500141252246175, 'epoch': 0.52}
{'loss': 2.0565, 'grad_norm': 0.126953125, 'learning_rate': 0.0002549600839816884, 'epoch': 0.52}
{'loss': 2.0501, 'grad_norm': 0.12890625, 'learning_rate': 0.0002549187553053083, 'epoch': 0.52}
{'loss': 2.1257, 'grad_norm': 0.125, 'learning_rate': 0.0002548774264944512, 'epoch': 0.52}
{'loss': 2.1154, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002548360975502471, 'epoch': 0.52}
{'loss': 2.0861, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025479476847382594, 'epoch': 0.52}
{'loss': 2.0483, 'grad_norm': 0.12890625, 'learning_rate': 0.0002547534392663177, 'epoch': 0.52}
{'loss': 2.0339, 'grad_norm': 0.125, 'learning_rate': 0.0002547121099288521, 'epoch': 0.52}
{'loss': 2.1039, 'grad_norm': 0.1328125, 'learning_rate': 0.0002546707804625592, 'epoch': 0.52}
{'loss': 2.1049, 'grad_norm': 0.1259765625, 'learning_rate': 0.0002546294508685689, 'epoch': 0.52}
{'loss': 2.057, 'grad_norm': 0.126953125, 'learning_rate': 0.00025458812114801115, 'epoch': 0.52}
{'loss': 2.1111, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002545467913020159, 'epoch': 0.52}
{'loss': 2.047, 'grad_norm': 0.12890625, 'learning_rate': 0.00025450546133171315, 'epoch': 0.52}
{'loss': 2.0691, 'grad_norm': 0.130859375, 'learning_rate': 0.0002544641312382327, 'epoch': 0.52}
{'loss': 2.0938, 'grad_norm': 0.130859375, 'learning_rate': 0.0002544228010227047, 'epoch': 0.52}
{'loss': 2.0851, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002543814706862588, 'epoch': 0.52}
{'loss': 2.0508, 'grad_norm': 0.126953125, 'learning_rate': 0.0002543401402300252, 'epoch': 0.52}
{'loss': 2.0751, 'grad_norm': 0.1650390625, 'learning_rate': 0.00025429880965513387, 'epoch': 0.52}
{'loss': 2.0655, 'grad_norm': 0.134765625, 'learning_rate': 0.0002542574789627147, 'epoch': 0.52}
{'loss': 2.0163, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025421614815389755, 'epoch': 0.52}
{'loss': 2.099, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002541748172298126, 'epoch': 0.52}
{'loss': 2.1188, 'grad_norm': 0.134765625, 'learning_rate': 0.0002541334861915897, 'epoch': 0.52}
{'loss': 2.1324, 'grad_norm': 0.1376953125, 'learning_rate': 0.0002540921550403588, 'epoch': 0.52}
{'loss': 2.0902, 'grad_norm': 0.1259765625, 'learning_rate': 0.0002540508237772499, 'epoch': 0.52}
{'loss': 2.0336, 'grad_norm': 0.1328125, 'learning_rate': 0.000254009492403393, 'epoch': 0.52}
{'loss': 2.1482, 'grad_norm': 0.130859375, 'learning_rate': 0.0002539681609199181, 'epoch': 0.52}
{'loss': 2.0862, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002539268293279552, 'epoch': 0.52}
{'loss': 2.0546, 'grad_norm': 0.134765625, 'learning_rate': 0.00025388549762863424, 'epoch': 0.52}
{'loss': 2.0507, 'grad_norm': 0.1240234375, 'learning_rate': 0.0002538441658230852, 'epoch': 0.52}
{'loss': 2.09, 'grad_norm': 0.1376953125, 'learning_rate': 0.00025380283391243815, 'epoch': 0.52}
{'loss': 2.0579, 'grad_norm': 0.1298828125, 'learning_rate': 0.000253761501897823, 'epoch': 0.52}
{'loss': 2.0286, 'grad_norm': 0.12890625, 'learning_rate': 0.0002537201697803699, 'epoch': 0.52}
{'loss': 2.0535, 'grad_norm': 0.13671875, 'learning_rate': 0.00025367883756120867, 'epoch': 0.52}
{'loss': 2.0566, 'grad_norm': 0.130859375, 'learning_rate': 0.0002536375052414695, 'epoch': 0.52}
{'loss': 2.0835, 'grad_norm': 0.1396484375, 'learning_rate': 0.00025359617282228223, 'epoch': 0.52}
{'loss': 2.1083, 'grad_norm': 0.1337890625, 'learning_rate': 0.000253554840304777, 'epoch': 0.52}
{'loss': 2.0421, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025351350769008363, 'epoch': 0.52}
{'loss': 2.0391, 'grad_norm': 0.1396484375, 'learning_rate': 0.00025347217497933243, 'epoch': 0.52}
{'loss': 2.0865, 'grad_norm': 0.12890625, 'learning_rate': 0.0002534308421736532, 'epoch': 0.52}
{'loss': 2.0246, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002533895092741761, 'epoch': 0.52}
{'loss': 2.0918, 'grad_norm': 0.1328125, 'learning_rate': 0.00025334817628203105, 'epoch': 0.52}
{'loss': 2.0421, 'grad_norm': 0.12890625, 'learning_rate': 0.00025330684319834813, 'epoch': 0.52}
{'loss': 2.0854, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002532655100242573, 'epoch': 0.52}
{'loss': 2.087, 'grad_norm': 0.126953125, 'learning_rate': 0.0002532241767608887, 'epoch': 0.52}
{'loss': 2.0424, 'grad_norm': 0.12890625, 'learning_rate': 0.0002531828434093723, 'epoch': 0.52}
{'loss': 2.1207, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002531415099708382, 'epoch': 0.52}
{'loss': 2.0655, 'grad_norm': 0.12890625, 'learning_rate': 0.00025310017644641637, 'epoch': 0.52}
{'loss': 2.0409, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025305884283723687, 'epoch': 0.52}
{'loss': 2.1023, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002530175091444297, 'epoch': 0.52}
{'loss': 2.0887, 'grad_norm': 0.134765625, 'learning_rate': 0.0002529761753691251, 'epoch': 0.52}
{'loss': 2.0553, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002529348415124529, 'epoch': 0.52}
{'loss': 2.1314, 'grad_norm': 0.130859375, 'learning_rate': 0.0002528935075755432, 'epoch': 0.52}
{'loss': 2.0408, 'grad_norm': 0.130859375, 'learning_rate': 0.00025285217355952615, 'epoch': 0.52}
{'loss': 2.075, 'grad_norm': 0.130859375, 'learning_rate': 0.0002528108394655317, 'epoch': 0.52}
{'loss': 2.1333, 'grad_norm': 0.138671875, 'learning_rate': 0.00025276950529469006, 'epoch': 0.52}
{'loss': 2.0896, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002527281710481311, 'epoch': 0.52}
{'loss': 2.1032, 'grad_norm': 0.13671875, 'learning_rate': 0.00025268683672698497, 'epoch': 0.52}
{'loss': 2.0876, 'grad_norm': 0.126953125, 'learning_rate': 0.0002526455023323817, 'epoch': 0.52}
{'loss': 2.0598, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002526041678654515, 'epoch': 0.52}
{'loss': 2.1361, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002525628333273242, 'epoch': 0.52}
{'loss': 2.0342, 'grad_norm': 0.134765625, 'learning_rate': 0.0002525214987191301, 'epoch': 0.52}
{'loss': 2.0644, 'grad_norm': 0.130859375, 'learning_rate': 0.0002524801640419991, 'epoch': 0.52}
{'loss': 2.0743, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002524388292970614, 'epoch': 0.52}
{'loss': 2.087, 'grad_norm': 0.1328125, 'learning_rate': 0.000252397494485447, 'epoch': 0.52}
{'loss': 2.1209, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002523561596082861, 'epoch': 0.52}
{'loss': 2.0962, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002523148246667085, 'epoch': 0.52}
{'loss': 2.1379, 'grad_norm': 0.134765625, 'learning_rate': 0.0002522734896618446, 'epoch': 0.52}
{'loss': 2.0717, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002522321545948242, 'epoch': 0.52}
{'loss': 2.0596, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002521908194667777, 'epoch': 0.52}
{'loss': 2.0176, 'grad_norm': 0.1328125, 'learning_rate': 0.00025214948427883493, 'epoch': 0.52}
{'loss': 2.0753, 'grad_norm': 0.1328125, 'learning_rate': 0.0002521081490321261, 'epoch': 0.52}
{'loss': 2.0885, 'grad_norm': 0.1376953125, 'learning_rate': 0.00025206681372778124, 'epoch': 0.52}
{'loss': 2.0399, 'grad_norm': 0.1337890625, 'learning_rate': 0.00025202547836693045, 'epoch': 0.52}
{'loss': 2.0491, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002519841429507039, 'epoch': 0.52}
{'loss': 2.0837, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002519428074802316, 'epoch': 0.52}
{'loss': 2.0861, 'grad_norm': 0.13671875, 'learning_rate': 0.0002519014719566437, 'epoch': 0.52}
{'loss': 2.1062, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002518601363810702, 'epoch': 0.52}
{'loss': 2.1046, 'grad_norm': 0.1328125, 'learning_rate': 0.00025181880075464137, 'epoch': 0.52}
{'loss': 2.0574, 'grad_norm': 0.138671875, 'learning_rate': 0.00025177746507848713, 'epoch': 0.52}
{'loss': 2.0682, 'grad_norm': 0.1318359375, 'learning_rate': 0.00025173612935373775, 'epoch': 0.52}
{'loss': 2.0174, 'grad_norm': 0.12890625, 'learning_rate': 0.0002516947935815231, 'epoch': 0.52}
{'loss': 2.0519, 'grad_norm': 0.130859375, 'learning_rate': 0.00025165345776297353, 'epoch': 0.52}
{'loss': 2.0416, 'grad_norm': 0.1328125, 'learning_rate': 0.00025161212189921903, 'epoch': 0.52}
{'loss': 2.0435, 'grad_norm': 0.125, 'learning_rate': 0.00025157078599138976, 'epoch': 0.52}
{'loss': 2.0977, 'grad_norm': 0.130859375, 'learning_rate': 0.00025152945004061573, 'epoch': 0.52}
{'loss': 2.0601, 'grad_norm': 0.1259765625, 'learning_rate': 0.00025148811404802717, 'epoch': 0.52}
{'loss': 2.0908, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002514467780147541, 'epoch': 0.52}
{'loss': 2.0892, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025140544194192664, 'epoch': 0.52}
{'loss': 2.0321, 'grad_norm': 0.12890625, 'learning_rate': 0.0002513641058306749, 'epoch': 0.52}
{'loss': 2.0523, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002513227696821291, 'epoch': 0.52}
{'loss': 2.0743, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002512814334974193, 'epoch': 0.52}
{'loss': 2.087, 'grad_norm': 0.1337890625, 'learning_rate': 0.0002512400972776755, 'epoch': 0.52}
{'loss': 2.1211, 'grad_norm': 0.1357421875, 'learning_rate': 0.0002511987610240279, 'epoch': 0.52}
{'loss': 2.0453, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025115742473760664, 'epoch': 0.52}
{'loss': 2.0433, 'grad_norm': 0.12890625, 'learning_rate': 0.0002511160884195419, 'epoch': 0.52}
{'loss': 2.0666, 'grad_norm': 0.1279296875, 'learning_rate': 0.00025107475207096367, 'epoch': 0.52}
{'loss': 2.0377, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002510334156930021, 'epoch': 0.52}
{'loss': 2.1091, 'grad_norm': 0.12890625, 'learning_rate': 0.0002509920792867873, 'epoch': 0.52}
{'loss': 2.0408, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025095074285344954, 'epoch': 0.52}
{'loss': 2.0748, 'grad_norm': 0.1318359375, 'learning_rate': 0.0002509094063941187, 'epoch': 0.52}
{'loss': 2.0963, 'grad_norm': 0.1298828125, 'learning_rate': 0.00025086806990992514, 'epoch': 0.52}
{'loss': 2.0509, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002508267334019988, 'epoch': 0.52}
{'loss': 2.1254, 'grad_norm': 0.1298828125, 'learning_rate': 0.0002507853968714699, 'epoch': 0.52}
{'loss': 2.0825, 'grad_norm': 0.130859375, 'learning_rate': 0.00025074406031946856, 'epoch': 0.52}
{'loss': 2.0968, 'grad_norm': 0.1279296875, 'learning_rate': 0.0002507027237471249, 'epoch': 0.52}
{'loss': 2.1119, 'grad_norm': 0.1337890625, 'learning_rate': 0.000250661387155569, 'epoch': 0.52}
{'loss': 2.0733, 'grad_norm': 0.134765625, 'learning_rate': 0.000250620050545931, 'epoch': 0.52}
